Date,Open,High,Low,Close,Volume,Adj Close
2016-01-13,1050.00,1090.00,1047.59998,1082.34998,246400,1069.89463
2016-01-12,1059.00,1061.50,1031.84998,1050.05005,139800,1037.9664
2016-01-11,1060.00,1069.44995,1052.50,1057.09998,257700,1044.9352
2016-01-08,1056.00,1068.50,1055.90002,1062.65002,84400,1050.42138
2016-01-07,1060.00,1067.94995,1048.30005,1051.25,96300,1039.15254
2016-01-06,1073.00,1074.50,1059.09998,1069.44995,108000,1057.14305
2016-01-05,1083.00,1088.00,1063.00,1074.80005,118300,1062.43158
2016-01-04,1103.15002,1103.15002,1077.50,1080.59998,86700,1068.16477
2016-01-01,1100.00,1108.90002,1094.30005,1103.15002,54100,1090.45532
2015-12-31,1088.00,1109.00,1088.00,1104.55005,80600,1091.83923
2015-12-30,1100.00,1106.34998,1083.50,1086.05005,91400,1073.55212
2015-12-29,1101.09998,1109.65002,1097.50,1103.75,56200,1091.04839
2015-12-28,1092.69995,1107.59998,1090.00,1101.65002,79500,1088.97258
2015-12-25,1095.84998,1095.84998,1095.84998,1095.84998,000,1083.23927
2015-12-24,1100.00,1103.40002,1090.40002,1095.84998,44700,1083.23927
2015-12-23,1088.00,1100.00,1087.00,1098.00,84900,1085.36456
2015-12-22,1100.00,1100.00,1080.50,1083.59998,101600,1071.13024
2015-12-21,1075.00,1104.75,1070.90002,1102.00,113100,1089.31853
2015-12-18,1098.00,1102.94995,1080.09998,1085.94995,181300,1073.45318
2015-12-17,1100.00,1110.00,1088.00,1106.94995,239200,1094.21151
2015-12-16,1080.00,1097.80005,1080.00,1095.40002,114100,1082.7945
2015-12-15,1075.00,1079.80005,1058.15002,1076.90002,122200,1064.50739
2015-12-14,1050.00,1073.30005,1049.00,1069.50,152200,1057.19253
2015-12-11,1050.09998,1060.90002,1046.00,1052.34998,183200,1040.23986
2015-12-10,1035.09998,1051.50,1030.44995,1046.40002,214700,1034.35838
2015-12-09,1044.00,1047.59998,1023.50,1029.34998,371300,1017.50454
2015-12-08,1045.00,1062.00,1041.09998,1044.94995,92500,1032.92499
2015-12-07,1052.00,1058.55005,1040.25,1045.84998,89700,1033.81466
2015-12-04,1053.00,1063.59998,1040.90002,1047.80005,313800,1035.74229
2015-12-03,1062.50,1065.25,1050.00,1056.00,177100,1043.84788
2015-12-02,1082.00,1082.00,1058.05005,1060.19995,100400,1047.9995
2015-12-01,1088.50,1093.05005,1072.00,1076.65002,103200,1064.26027
2015-11-30,1070.00,1098.00,1056.00,1088.44995,150400,1075.92441
2015-11-27,1050.00,1069.65002,1046.19995,1066.30005,117300,1054.0294
2015-11-26,1044.00,1058.69995,1035.00,1053.19995,123300,1041.08005
2015-11-25,1041.00,1041.00,1041.00,1041.00,000,1029.02049
2015-11-24,1045.00,1050.00,1037.00,1041.00,120600,1029.02049
2015-11-23,1051.50,1061.30005,1038.05005,1053.50,125200,1041.37665
2015-11-20,1050.00,1062.00,1042.65002,1052.90002,141000,1040.78358
2015-11-19,1032.00,1051.75,1024.59998,1047.30005,300600,1035.24804
2015-11-18,1044.00,1044.34998,1012.25,1019.84998,408800,1008.11386
2015-11-17,1082.00,1084.00,1052.05005,1061.09998,331500,1048.88917
2015-11-16,1085.00,1093.75,1067.09998,1080.19995,159000,1067.76935
2015-11-13,1107.00,1107.00,1090.00,1100.44995,88100,1087.78631
2015-11-12,1106.40002,1106.40002,1106.40002,1106.40002,000,1093.66792
2015-11-11,1106.40002,1106.40002,1106.40002,1106.40002,000,1093.66792
2015-11-10,1134.00,1134.00,1102.00,1106.40002,113600,1093.66792
2015-11-09,1120.00,1137.65002,1115.00,1133.94995,91900,1120.90081
2015-11-06,1125.00,1142.69995,1125.00,1138.05005,81100,1124.95372
2015-11-05,1139.00,1144.84998,1117.05005,1122.44995,145300,1109.53315
2015-11-04,1148.00,1155.59998,1133.09998,1137.05005,92300,1123.96523
2015-11-03,1134.00,1149.00,1134.00,1143.00,108700,1129.84671
2015-11-02,1130.00,1135.00,1114.30005,1131.55005,80300,1118.52852
2015-10-30,1142.69995,1144.00,1130.50,1136.05005,74700,1122.97674
2015-10-29,1150.00,1155.00,1136.00,1142.69995,67500,1129.55011
2015-10-28,1146.00,1160.00,1139.50,1151.34998,97500,1138.1006
2015-10-27,1151.00,1154.00,1144.00,1148.44995,64000,1135.23395
2015-10-26,1150.00,1157.25,1143.00,1151.40002,108300,1138.15007
2015-10-23,1140.00,1152.00,1125.09998,1148.55005,149100,1135.33289
2015-10-22,1137.59998,1137.59998,1137.59998,1137.59998,000,1124.50883
2015-10-21,1125.94995,1146.00,1125.34998,1137.59998,171000,1124.50883
2015-10-20,1113.00,1129.80005,1111.59998,1125.34998,170000,1112.3998
2015-10-19,1100.00,1117.00,1100.00,1112.19995,158300,1099.4011
2015-10-16,1100.00,1103.19995,1090.00,1093.75,145000,1081.16346
2015-10-15,1102.00,1108.00,1089.00,1097.00,207400,1074.49109
2015-10-14,1090.00,1115.00,1090.00,1097.44995,240000,1074.93181
2015-10-13,1107.00,1114.80005,1087.09998,1098.65002,458100,1076.10726
2015-10-12,1202.69995,1219.00,1108.90002,1122.50,1271100,1099.46787
2015-10-09,1133.00,1172.59998,1133.00,1167.84998,363600,1143.88733
2015-10-08,1140.00,1149.65002,1126.00,1132.44995,141900,1109.21366
2015-10-07,1157.90002,1168.90002,1128.34998,1133.15002,203800,1109.89937
2015-10-06,1185.00,1190.00,1148.59998,1154.84998,201700,1131.15407
2015-10-05,1176.05005,1188.90002,1162.55005,1180.50,149500,1156.27779
2015-10-02,1173.25,1173.25,1173.25,1173.25,000,1149.17655
2015-10-01,1169.90002,1197.00,1162.34998,1173.25,217800,1149.17655
2015-09-30,1133.00,1165.34998,1127.55005,1160.44995,217200,1136.63914
2015-09-29,1102.00,1132.00,1098.00,1121.09998,167600,1098.09657
2015-09-28,1140.00,1143.34998,1103.05005,1108.19995,152600,1085.46124
2015-09-25,1141.40002,1141.40002,1141.40002,1141.40002,000,1117.98009
2015-09-24,1111.00,1149.59998,1110.05005,1141.40002,198900,1117.98009
2015-09-23,1109.80005,1126.00,1097.50,1116.65002,111400,1093.73793
2015-09-22,1115.00,1135.40002,1100.00,1105.50,189100,1082.81669
2015-09-21,1100.00,1108.19995,1097.00,1104.65002,87200,1081.98415
2015-09-18,1110.00,1118.00,1099.25,1104.75,143000,1082.08208
2015-09-17,1101.50,1101.50,1101.50,1101.50,000,1078.89876
2015-09-16,1105.00,1108.44995,1098.19995,1101.50,254700,1078.89876
2015-09-15,1099.00,1104.30005,1088.09998,1098.40002,85500,1075.86239
2015-09-14,1096.19995,1100.00,1082.55005,1097.75,87900,1075.22571
2015-09-11,1092.00,1105.44995,1085.25,1090.69995,132200,1068.32031
2015-09-10,1088.00,1090.69995,1061.69995,1080.34998,124800,1058.18271
2015-09-09,1088.00,1099.00,1072.50,1088.50,147600,1066.1655
2015-09-08,1063.00,1074.44995,1052.34998,1059.30005,144900,1037.56469
2015-09-07,1081.00,1084.00,1055.00,1059.59998,114600,1037.85847
2015-09-04,1107.80005,1110.00,1068.00,1073.80005,158300,1051.76717
2015-09-03,1110.00,1111.05005,1093.94995,1100.65002,84800,1078.06623
2015-09-02,1100.00,1114.59998,1090.09998,1100.30005,157000,1077.72343
2015-09-01,1089.94995,1114.40002,1082.09998,1089.65002,194300,1067.29193
2015-08-31,1130.00,1130.00,1083.59998,1095.19995,194900,1072.72798
2015-08-28,1095.19995,1124.00,1095.00,1110.69995,170300,1087.90994
2015-08-27,1090.00,1098.90002,1076.50,1084.09998,119800,1061.85576
2015-08-26,1099.00,1099.00,1059.59998,1065.34998,187300,1043.49048
2015-08-25,1096.00,1120.00,1045.00,1086.50,252500,1064.20654
2015-08-24,1120.00,1123.00,1080.05005,1092.65002,340300,1070.23037
2015-08-21,1141.00,1159.40002,1119.09998,1150.59998,232600,1126.99127
2015-08-20,1170.00,1170.00,1130.19995,1138.19995,238500,1114.84568
2015-08-19,1166.00,1186.00,1163.80005,1175.05005,284500,1150.93967
2015-08-18,1147.00,1177.00,1147.00,1163.80005,182900,1139.9205
2015-08-17,1150.00,1150.75,1122.50,1141.84998,94400,1118.42081
2015-08-14,1166.00,1168.80005,1143.00,1149.00,184600,1125.42413
2015-08-13,1147.00,1166.00,1130.00,1156.84998,295300,1133.11303
2015-08-12,1110.00,1147.00,1110.00,1141.75,254600,1118.32289
2015-08-11,1098.90002,1115.00,1073.50,1104.34998,228300,1081.69026
2015-08-10,1097.00,1106.00,1068.09998,1081.94995,102700,1059.74985
2015-08-07,1089.44995,1100.90002,1080.00,1095.59998,102100,1073.1198
2015-08-06,1090.19995,1105.94995,1079.00,1089.44995,185900,1067.09596
2015-08-05,1065.00,1090.00,1065.00,1086.55005,107900,1064.25556
2015-08-04,1078.00,1080.00,1053.00,1059.80005,176100,1038.05443
2015-08-03,1080.00,1091.50,1069.00,1079.05005,126800,1056.90945
2015-07-31,1079.00,1081.19995,1061.59998,1078.05005,143400,1055.92997
2015-07-30,1090.00,1090.00,1059.75,1069.09998,111400,1047.16354
2015-07-29,1068.00,1092.25,1065.00,1085.19995,130300,1062.93317
2015-07-28,1077.00,1077.00,1055.50,1063.50,126100,1041.67847
2015-07-27,1089.00,1089.00,1060.50,1065.00,221100,1043.14769
2015-07-24,1100.00,1106.19995,1082.40002,1089.34998,123600,1066.99804
2015-07-23,1103.00,1117.69995,1091.00,1098.84998,184000,1076.30311
2015-07-22,1105.00,1111.44995,1075.75,1102.59998,304300,1079.97617
2015-07-21,1022.20001,1127.75,1022.20001,1112.65002,1417500,1089.82
2015-07-20,1003.25,1010.00,987.25,1001.90002,173700,981.34244
2015-07-17,989.90002,1003.95001,989.00,1002.00,198500,981.44036
2015-07-16,985.50,991.20001,979.09998,987.79999,98700,967.53171
2015-07-15,971.90002,985.20001,969.00,982.65002,135000,962.48742
2015-07-14,955.00,973.59998,945.34998,970.09998,268100,950.19488
2015-07-13,940.00,954.45001,934.09998,950.04999,199300,930.55629
2015-07-10,950.00,951.84998,932.54999,937.00,154000,917.77407
2015-07-09,960.00,966.95001,934.00,937.70001,325500,918.45972
2015-07-08,985.00,985.00,955.00,957.20001,335200,937.55961
2015-07-07,990.00,990.75,980.04999,982.04999,86500,961.8997
2015-07-06,980.00,988.25,975.50,983.50,137500,963.31996
2015-07-03,987.00,993.00,983.54999,989.95001,97100,969.63762
2015-07-02,1000.00,1000.40002,985.15002,988.15002,123800,967.87457
2015-07-01,990.00,1000.00,986.15002,997.70001,92200,977.2286
2015-06-30,993.00,993.00,983.09998,985.34998,130900,965.13197
2015-06-29,988.00,999.00,980.00,990.25,214700,969.93146
2015-06-26,995.00,1011.75,995.00,1006.09998,177100,985.45621
2015-06-25,1000.00,1003.00,987.84998,991.15002,187800,970.81301
2015-06-24,1010.00,1013.40002,991.59998,995.09998,151800,974.68192
2015-06-23,1025.00,1028.00,999.09998,1001.15002,219700,980.60783
2015-06-22,1009.00,1028.80005,997.50,1024.40002,189500,1003.38077
2015-06-19,1005.00,1010.29999,992.50,996.75,105600,976.29808
2015-06-18,1000.25,1005.95001,996.00,1000.90002,98200,980.36296
2015-06-17,1007.00,1020.40002,993.29999,995.79999,200600,975.36757
2015-06-16,994.00,1002.00,985.00,999.45001,124500,978.9427
2015-06-15,980.00,998.84998,968.50,991.09998,352500,970.76399
2015-06-12,1001.00,1012.25,977.75,988.32501,728800,469.57564
2015-06-11,1017.50,1022.50,998.52502,1000.91998,438100,461.54367
2015-06-10,1005.00,1019.84998,993.00,1013.09998,212100,467.1601
2015-06-09,1006.50,1006.50,992.54999,996.27502,325700,459.40178
2015-06-08,2012.00,2020.23999,1990.00,2000.23999,112100,922.34955
2015-06-05,2039.00,2044.00,2009.16003,2012.09998,239800,927.81842
2015-06-04,2031.00,2056.6001,2014.33997,2028.06006,172800,935.17792
2015-06-03,2020.00,2060.00,2008.23999,2023.09998,348300,932.89073
2015-06-02,2045.00,2054.80005,2005.09998,2008.80005,277500,926.29676
2015-06-01,2030.00,2063.00,2023.30005,2045.69995,158100,943.31202
2015-05-29,2017.00,2053.50,2003.76001,2022.40002,373100,932.56797
2015-05-28,1980.00,2027.00,1976.30005,2014.30005,210700,928.83292
2015-05-27,2015.00,2015.00,1953.75,1969.05005,275600,907.96726
2015-05-26,2021.00,2031.06006,2000.50,2009.30005,239400,926.52732
2015-05-25,2050.00,2056.8999,2007.00,2018.00,168200,930.53904
2015-05-22,2045.00,2049.3999,2030.06006,2041.80005,344500,941.5137
2015-05-21,2049.00,2061.00,2035.00,2043.33997,108200,942.22379
2015-05-20,2033.56006,2051.00,2033.56006,2044.69995,136200,942.8509
2015-05-19,1989.00,2032.69995,1984.40002,2018.16003,184700,930.61283
2015-05-18,1964.19995,1998.00,1962.05005,1991.75,234400,918.43465
2015-05-15,1935.09998,1965.00,1935.00,1959.75,170300,903.67883
2015-05-14,1960.00,1960.00,1910.00,1934.55005,265200,892.05864
2015-05-13,1954.00,1965.00,1932.59998,1955.94995,3353300,901.92655
2015-05-12,1998.90002,1998.90002,1941.25,1949.59998,366800,898.99846
2015-05-11,1965.09998,2000.00,1954.00,1992.00,242600,918.54993
2015-05-08,1963.90002,1968.59998,1945.80005,1958.00,136200,902.87187
2015-05-07,1928.80005,1967.00,1911.09998,1942.80005,256000,895.86288
2015-05-06,1979.00,1980.00,1917.50,1922.50,853800,886.50213
2015-05-05,2000.00,2005.00,1955.00,1966.75,480900,906.90666
2015-05-04,1961.00,1999.00,1950.00,1994.30005,208100,919.61053
2015-05-01,1942.40002,1942.40002,1942.40002,1942.40002,000,895.67842
2015-04-30,1960.00,1960.15002,1932.65002,1942.40002,699900,895.67842
